"","value","patient_1","patient_2","patient_3","patient_4","patient_5","patient_6","patient_7","patient_8","patient_9","patient_10","patient_11"
"2211","ARPC1A",0,0,0,0,0,0,1,0,0,0,1
"2212","RAB7B",0,0,0,0,0,0,1,0,0,0,0
"2213","SHISA4",0,0,0,0,0,0,1,0,0,0,0
"2214","RSPRY1",0,0,0,0,0,0,1,0,0,0,0
"2215","NEDD4L",0,0,0,0,0,0,1,0,0,0,0
"2216","FMNL2",0,0,0,0,0,0,1,0,0,0,0
"2217","ARPC5L",0,0,0,0,0,0,1,0,0,0,0
"2218","MAPKAP1",0,0,0,0,0,0,1,0,0,0,0
"2219","CORO1B",0,0,0,0,0,0,1,0,0,0,0
"2220","C1orf116",0,0,0,0,0,0,1,0,0,0,0
"2221","DOCK9",0,0,0,0,0,0,1,0,0,0,1
"2222","KIF13B",0,0,0,0,0,0,1,0,0,0,0
"2223","HOMER3",0,0,0,0,0,0,1,0,0,0,1
"2224","CZIB",0,0,0,0,0,0,1,0,0,0,0
"2225","TMOD3",0,0,0,0,0,0,1,0,0,0,0
"2226","ARHGAP28",0,0,0,0,0,0,1,0,0,0,0
"2227","SNX12",0,0,0,0,0,0,1,0,0,0,0
"2228","CFL2",0,0,0,0,0,0,1,0,0,0,0
"2229","IGF2BP3",0,0,0,0,0,0,0,1,0,0,1
"2230","MANBA",0,0,0,0,0,0,0,1,0,0,0
"2231","ISLR",0,0,0,0,0,0,0,1,0,0,1
"2232","CHUK",0,0,0,0,0,0,0,1,0,0,0
"2233","ADAMDEC1",0,0,0,0,0,0,0,1,0,0,0
"2234","EIF3D",0,0,0,0,0,0,0,1,0,0,0
"2235","BUB3",0,0,0,0,0,0,0,1,0,0,0
"2236","NUDT21",0,0,0,0,0,0,0,1,0,0,0
"2237","GMFG",0,0,0,0,0,0,0,1,0,0,1
"2238","EIF5B",0,0,0,0,0,0,0,1,0,0,0
"2239","LYPLA1",0,0,0,0,0,0,0,1,0,0,0
"2240","SNRNP200",0,0,0,0,0,0,0,1,0,0,0
"2241","PSMD10",0,0,0,0,0,0,0,1,0,0,1
"2242","GBA1",0,0,0,0,0,0,0,1,0,0,0
"2243","SSB",0,0,0,0,0,0,0,1,0,0,1
"2244","COL5A2",0,0,0,0,0,0,0,1,0,1,0
"2245","UROD",0,0,0,0,0,0,0,1,0,0,0
"2246","SERPINE2",0,0,0,0,0,0,0,1,0,0,0
"2247","ASNS",0,0,0,0,0,0,0,1,0,0,0
"2248","ENO2",0,0,0,0,0,0,0,1,0,0,0
"2249","QDPR",0,0,0,0,0,0,0,1,0,0,0
"2250","CTSH",0,0,0,0,0,0,0,1,0,0,0
"2251","MTHFD1",0,0,0,0,0,0,0,1,0,0,0
"2252","PCNA",0,0,0,0,0,0,0,1,0,0,0
"2253","SRC",0,0,0,0,0,0,0,1,0,0,0
"2254","CD58",0,0,0,0,0,0,0,1,0,0,0
"2255","GART",0,0,0,0,0,0,0,1,0,0,0
"2256","ACAT1",0,0,0,0,0,0,0,1,0,0,1
"2257","MST1",0,0,0,0,0,0,0,1,0,0,0
"2258","RPA1",0,0,0,0,0,0,0,1,0,0,1
"2259","NMT1",0,0,0,0,0,0,0,1,0,0,0
"2260","SHMT1",0,0,0,0,0,0,0,1,0,0,0
"2261","MCAM",0,0,0,0,0,0,0,1,0,0,0
"2262","BTD",0,0,0,0,0,0,0,1,0,0,0
"2263","RPL29",0,0,0,0,0,0,0,1,0,0,0
"2264","PREP",0,0,0,0,0,0,0,1,0,0,0
"2265","GMPS",0,0,0,0,0,0,0,1,0,0,0
"2266","SMS",0,0,0,0,0,0,0,1,0,0,0
"2267","HK3",0,0,0,0,0,0,0,1,0,0,0
"2268","PPP5C",0,0,0,0,0,0,0,1,0,0,0
"2269","AIF1",0,0,0,0,0,0,0,1,0,0,0
"2270","INHBC",0,0,0,0,0,0,0,1,0,0,0
"2271","EIF6",0,0,0,0,0,0,0,1,0,0,0
"2272","RAB25",0,0,0,0,0,0,0,1,0,0,0
"2273","RPL37A",0,0,0,0,0,0,0,1,0,0,0
"2274","GNG5",0,0,0,0,0,0,0,1,0,1,1
"2275","ERH",0,0,0,0,0,0,0,1,0,0,0
"2276","KIF23",0,0,0,0,0,0,0,1,0,1,0
"2277","SF3B4",0,0,0,0,0,0,0,1,0,0,0
"2278","PPP1R7",0,0,0,0,0,0,0,1,0,0,0
"2279","ACTBL2",0,0,0,0,0,0,0,1,0,0,1
"2280","VPS53",0,0,0,0,0,0,0,1,0,0,0
"2281","LRSAM1",0,0,0,0,0,0,0,1,0,0,0
"2282","OAF",0,0,0,0,0,0,0,1,0,0,0
"2283","PPFIBP1",0,0,0,0,0,0,0,1,0,0,0
"2284","AHNAK2",0,0,0,0,0,0,0,1,0,0,0
"2285","FAM20C",0,0,0,0,0,0,0,1,0,0,0
"2286","SLC35F2",0,0,0,0,0,0,0,1,0,0,0
"2287","CMAS",0,0,0,0,0,0,0,1,0,0,0
"2288","TSKU",0,0,0,0,0,0,0,1,0,0,0
"2289","TTN",0,0,0,0,0,0,0,1,0,0,0
"2290","DLG3",0,0,0,0,0,0,0,1,0,0,0
"2291","UPF1",0,0,0,0,0,0,0,1,0,0,0
"2292","CUL5",0,0,0,0,0,0,0,1,0,0,0
"2293","C11orf52",0,0,0,0,0,0,0,1,0,0,0
"2294","GALM",0,0,0,0,0,0,0,1,0,0,0
"2295","DCPS",0,0,0,0,0,0,0,1,0,0,0
"2296","PURB",0,0,0,0,0,0,0,1,0,0,0
"2297","PANX1",0,0,0,0,0,0,0,1,0,0,0
"2298","NAP1L4",0,0,0,0,0,0,0,1,0,0,1
"2299","NCAPG",0,0,0,0,0,0,0,1,0,0,0
"2300","TUBA1C",0,0,0,0,0,0,0,1,0,0,0
"2301","VPS25",0,0,0,0,0,0,0,1,0,0,0
"2302","NDFIP1",0,0,0,0,0,0,0,1,0,0,0
"2303","API5",0,0,0,0,0,0,0,1,0,0,0
"2304","PITHD1",0,0,0,0,0,0,0,1,0,0,0
"2305","CYRIA",0,0,0,0,0,0,0,1,0,0,0
"2306","SDCBP2",0,0,0,0,0,0,0,1,0,0,0
"2307","MMRN2",0,0,0,0,0,0,0,1,0,0,0
"2308","SYTL2",0,0,0,0,0,0,0,1,0,0,0
"2309","PCDH12",0,0,0,0,0,0,0,1,0,0,0
"2310","TIGAR",0,0,0,0,0,0,0,1,0,0,0
"2311","XPNPEP1",0,0,0,0,0,0,0,1,0,0,0
"2312","NANS",0,0,0,0,0,0,0,1,0,0,0
"2313","OLFML3",0,0,0,0,0,0,0,1,0,0,0
"2314","BABAM2",0,0,0,0,0,0,0,1,0,0,0
"2315","SAE1",0,0,0,0,0,0,0,1,0,0,0
"2316","RNF14",0,0,0,0,0,0,0,1,0,0,0
"2317","PRPF19",0,0,0,0,0,0,0,1,0,0,0
"2318","PPME1",0,0,0,0,0,0,0,1,0,0,0
"2319","BZW2",0,0,0,0,0,0,0,1,0,0,0
"2320","IGKV3-7",0,0,0,0,0,0,0,0,1,0,0
"2321","IGHV1-18",0,0,0,0,0,0,0,0,1,0,1
"2322","ACTL6A",0,0,0,0,0,0,0,0,1,0,0
"2323","FTH1",0,0,0,0,0,0,0,0,1,1,1
"2324","SRGN",0,0,0,0,0,0,0,0,1,0,0
"2325","PLA2G2A",0,0,0,0,0,0,0,0,1,0,0
"2326","HSPA6",0,0,0,0,0,0,0,0,1,0,1
"2327","CD40",0,0,0,0,0,0,0,0,1,0,0
"2328","TALDO1",0,0,0,0,0,0,0,0,1,0,1
"2329","UBA7",0,0,0,0,0,0,0,0,1,0,0
"2330","NOTCH1",0,0,0,0,0,0,0,0,1,0,1
"2331","CLDN6",0,0,0,0,0,0,0,0,1,1,0
"2332","CLTC",0,0,0,0,0,0,0,0,1,1,0
"2333","EEF1A2",0,0,0,0,0,0,0,0,1,0,0
"2334","CALHM6",0,0,0,0,0,0,0,0,1,0,0
"2335","LILRB4",0,0,0,0,0,0,0,0,1,0,0
"2336","GBP5",0,0,0,0,0,0,0,0,1,0,0
"2337","C1QTNF3",0,0,0,0,0,0,0,0,1,1,0
"2338","MUC5B",0,0,0,0,0,0,0,0,1,0,0
"2339","CDC42SE2",0,0,0,0,0,0,0,0,1,0,0
"2340","CD84",0,0,0,0,0,0,0,0,1,0,1
"2341","ST14",0,0,0,0,0,0,0,0,1,0,0
"2342","ACTN4",0,0,0,0,0,0,0,0,0,1,0
"2343","LDHA",0,0,0,0,0,0,0,0,0,1,0
"2344","S100A8",0,0,0,0,0,0,0,0,0,1,0
"2345","ENO1",0,0,0,0,0,0,0,0,0,1,0
"2346","ANXA2",0,0,0,0,0,0,0,0,0,1,0
"2347","TUBB",0,0,0,0,0,0,0,0,0,1,0
"2348","VIM",0,0,0,0,0,0,0,0,0,1,0
"2349","SAA2",0,0,0,0,0,0,0,0,0,1,0
"2350","HSPA8",0,0,0,0,0,0,0,0,0,1,0
"2351","IQGAP1",0,0,0,0,0,0,0,0,0,1,0
"2352","ACTB",0,0,0,0,0,0,0,0,0,1,1
"2353","EEF1A1",0,0,0,0,0,0,0,0,0,1,0
"2354","TUBA1B",0,0,0,0,0,0,0,0,0,1,0
"2355","CAP1",0,0,0,0,0,0,0,0,0,1,0
"2356","RAB11FIP4",0,0,0,0,0,0,0,0,0,1,0
"2357","ANP32B",0,0,0,0,0,0,0,0,0,1,1
"2358","VKORC1",0,0,0,0,0,0,0,0,0,1,1
"2359","DPEP3",0,0,0,0,0,0,0,0,0,1,0
"2360","ARMCX1",0,0,0,0,0,0,0,0,0,1,1
"2361","P0DPI2",0,0,0,0,0,0,0,0,0,0,1
"2362","PSMD11",0,0,0,0,0,0,0,0,0,0,1
"2363","MAN2B1",0,0,0,0,0,0,0,0,0,0,1
"2364","PLXNB1",0,0,0,0,0,0,0,0,0,0,1
"2365","GRID2",0,0,0,0,0,0,0,0,0,0,1
"2366","CUTA",0,0,0,0,0,0,0,0,0,0,1
"2367","DDAH1",0,0,0,0,0,0,0,0,0,0,1
"2368","LY6G6C",0,0,0,0,0,0,0,0,0,0,1
"2369","TGFB1",0,0,0,0,0,0,0,0,0,0,1
"2370","P01706",0,0,0,0,0,0,0,0,0,0,1
"2371","P01718",0,0,0,0,0,0,0,0,0,0,1
"2372","IGHV3-66",0,0,0,0,0,0,0,0,0,0,1
"2373","PIGR",0,0,0,0,0,0,0,0,0,0,1
"2374","HLA-DQB1",0,0,0,0,0,0,0,0,0,0,1
"2375","BCHE",0,0,0,0,0,0,0,0,0,0,1
"2376","GNAO1",0,0,0,0,0,0,0,0,0,0,1
"2377","P0DP01",0,0,0,0,0,0,0,0,0,0,1
"2378","COL11A1",0,0,0,0,0,0,0,0,0,0,1
"2379","TPR",0,0,0,0,0,0,0,0,0,0,1
"2380","NPR2",0,0,0,0,0,0,0,0,0,0,1
"2381","LMNB1",0,0,0,0,0,0,0,0,0,0,1
"2382","CDH3",0,0,0,0,0,0,0,0,0,0,1
"2383","IMPA1",0,0,0,0,0,0,0,0,0,0,1
"2384","THBS2",0,0,0,0,0,0,0,0,0,0,1
"2385","CFHR2",0,0,0,0,0,0,0,0,0,0,1
"2386","RPS19",0,0,0,0,0,0,0,0,0,0,1
"2387","PPT1",0,0,0,0,0,0,0,0,0,0,1
"2388","MTPN",0,0,0,0,0,0,0,0,0,0,1
"2389","RPS29",0,0,0,0,0,0,0,0,0,0,1
"2390","RPS21",0,0,0,0,0,0,0,0,0,0,1
"2391","GTF2I",0,0,0,0,0,0,0,0,0,0,1
"2392","PTGR1",0,0,0,0,0,0,0,0,0,0,1
"2393","PLCB4",0,0,0,0,0,0,0,0,0,0,1
"2394","SLC15A2",0,0,0,0,0,0,0,0,0,0,1
"2395","TMEM119",0,0,0,0,0,0,0,0,0,0,1
"2396","STXBP5",0,0,0,0,0,0,0,0,0,0,1
"2397","WDR82",0,0,0,0,0,0,0,0,0,0,1
"2398","PACS1",0,0,0,0,0,0,0,0,0,0,1
"2399","VPS36",0,0,0,0,0,0,0,0,0,0,1
"2400","HRNR",0,0,0,0,0,0,0,0,0,0,1
"2401","LYPD1",0,0,0,0,0,0,0,0,0,0,1
"2402","COPS5",0,0,0,0,0,0,0,0,0,0,1
"2403","MAL2",0,0,0,0,0,0,0,0,0,0,1
"2404","VPS13A",0,0,0,0,0,0,0,0,0,0,1
"2405","SLC29A1",0,0,0,0,0,0,0,0,0,0,1
"2406","DHRS4",0,0,0,0,0,0,0,0,0,0,1
"2407","NIF3L1",0,0,0,0,0,0,0,0,0,0,1
"2408","PPA2",0,0,0,0,0,0,0,0,0,0,1
"2409","CACNA2D2",0,0,0,0,0,0,0,0,0,0,1
"2410","ABI2",0,0,0,0,0,0,0,0,0,0,1
"2411","PLEK2",0,0,0,0,0,0,0,0,0,0,1
"2412","PODXL2",0,0,0,0,0,0,0,0,0,0,1
"2413","TES",0,0,0,0,0,0,0,0,0,0,1
"2414","LAMP5",0,0,0,0,0,0,0,0,0,0,1
"2415","FBXO2",0,0,0,0,0,0,0,0,0,0,1
"2416","NDRG2",0,0,0,0,0,0,0,0,0,0,1
"2417","NSFL1C",0,0,0,0,0,0,0,0,0,0,1
"2418","IGF2BP2",0,0,0,0,0,0,0,0,0,0,1
