"","value","name","ID","patient_1","patient_2","patient_3","patient_4","patient_5","patient_6","patient_7","patient_8","patient_9","patient_10","patient_11","C1","C2","C3","C4","C5"
"1591","AP1G1","AP1G1","O43747",0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
"1592","SNX3","SNX3","O60493",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"1593","DOK2","DOK2","O60496",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1594","KPNA6","KPNA6","O60684",0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
"1595","SF3B1","SF3B1","O75533",0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1
"1596","PRKRA","PRKRA","O75569",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"1597","MPDZ","MPDZ","O75970",0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0
"1598","GFPT2","GFPT2","O94808",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"1599","SEC24D","SEC24D","O94855",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"1600","ABCA8","ABCA8","O94911",0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0
"1601","CELF2","CELF2","O95319",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1602","AHSA1","AHSA1","O95433",0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0
"1603","SEC24B","SEC24B","O95487",0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
"1604","RIGI","DDX58","O95786",0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1
"1605","ADA","ADA","P00813",0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0
"1606","CA2","CA2","P00918",0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0
"1607","VWF","VWF","P04275",0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0
"1608","TUBB4A","TUBB4A","P04350",0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
"1609","SLC4A2","SLC4A2","P04920",0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
"1610","GYPC","GYPC","P04921",0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0
"1611","RPLP2","RPLP2","P05387",0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0
"1612","H2BC3","HIST1H2BB","P33778",0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0
"1613","GPX1","GPX1","P07203",0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
"1614","CTSB","CTSB","P07858",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"1615","COL1A2","COL1A2","P08123",0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1
"1616","ABCB1","ABCB1","P08183",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"1617","RAP2A","RAP2A","P10114",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1618","MBL2","MBL2","P11226",0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
"1619","ANXA8","ANXA8","P13928",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"1620","MIF","MIF","P14174",0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0
"1621","NCF1","NCF1","P14598",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1622","COX6B1","COX6B1","P14854",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"1623","UQCRB","UQCRB","P14927",0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
"1624","RPL7","RPL7","P18124",0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1
"1625","EIF2AK2","EIF2AK2","P19525",0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
"1626","TPSB2","TPSB2","P20231",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1627","RAB5A","RAB5A","P20339",0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0
"1628","FBL","FBL","P22087",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"1629","PRKACG","PRKACG","P22612",0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0
"1630","RPS3","RPS3","P23396",0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0
"1631","MYL9","MYL9","P24844",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"1632","DNAJB1","DNAJB1","P25685",0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"1633","PTX3","PTX3","P26022",0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0
"1634","VARS1","VARS","P26640",0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0
"1635","CFP","CFP","P27918",0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1
"1636","ADSL","ADSL","P30566",0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
"1637","STX2","STX2","P32856",0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0
"1638","KDR","KDR","P35968",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1639","MAP2K2","MAP2K2","P36507",0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
"1640","COL18A1","COL18A1","P39060",0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0
"1641","IFI27","IFI27","P40305",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1642","PSMB10","PSMB10","P40306",0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0
"1643","RPL13A","RPL13A","P40429",0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0
"1644","DPP6","DPP6","P42658",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"1645","PAFAH1B1","PAFAH1B1","P43034",0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0
"1646","MATR3","MATR3","P43243",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"1647","SSR1","SSR1","P43307",0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0
"1648","PSMC4","PSMC4","P43686",0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
"1649","MAP2K4","MAP2K4","P45985",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"1650","BAG6","BAG6","P46379",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"1651","SLC11A2","SLC11A2","P49281",0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
"1652","SULT1A1","SULT1A1","P50225",0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
"1653","RAB9A","RAB9A","P51151",0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0
"1654","GALK1","GALK1","P51570",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"1655","ALDH3A2","ALDH3A2","P51648",0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1
"1656","GPM6A","GPM6A","P51674",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"1657","PRELP","PRELP","P51888",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1658","SLC7A2","SLC7A2","P52569",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
"1659","AGFG1","AGFG1","P52594",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1660","HNRNPF","HNRNPF","P52597",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"1661","STAT2","STAT2","P52630",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"1662","BLVRA","BLVRA","P53004",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"1663","BCAT1","BCAT1","P54687",0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0
"1664","GAS1","GAS1","P54826",0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0
"1665","ADAR","ADAR","P55265",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1666","EIF3E","EIF3E","P60228",0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0
"1667","PRPS1","PRPS1","P60891",0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0
"1668","SRP54","SRP54","P61011",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1669","STXBP1","STXBP1","P61764",0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0
"1670","DAD1","DAD1","P61803",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
"1671","RPS8","RPS8","P62241",0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0
"1672","SNRPE","SNRPE","P62304",0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0
"1673","PSMC6","PSMC6","P62333",0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
"1674","RPS6","RPS6","P62753",0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1
"1675","RPS15","RPS15","P62841",0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1
"1676","DYNLT1","DYNLT1","P63172",0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0
"1677","RPL38","RPL38","P63173",0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
"1678","RPL19","RPL19","P84098",0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0
"1679","SRSF3","SRSF3","P84103",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"1680","CDC42EP1","CDC42EP1","Q00587",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1681","FMO1","FMO1","Q01740",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1682","PLP2","PLP2","Q04941",0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0
"1683","CALD1","CALD1","Q05682",0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
"1684","GFPT1","GFPT1","Q06210",0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0
"1685","AOX1","AOX1","Q06278",0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0
"1686","BAX","BAX","Q07812",0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0
"1687","CD47","CD47","Q08722",0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0
"1688","AIMP1","AIMP1","Q12904",0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0
"1689","SPP2","SPP2","Q13103",0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1
"1690","SELPLG","SELPLG","Q14242",0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0
"1691","CTTN","CTTN","Q14247",0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0
"1692","FASTKD3","FASTKD3","Q14CZ7",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"1693","PTPA","PPP2R4","Q15257",0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
"1694","PCBP2","PCBP2","Q15366",0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0
"1695","RHEB","RHEB","Q15382",0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0
"1696","TRADD","TRADD","Q15628",0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
"1697","ADRM1","ADRM1","Q16186",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"1698","PARP14","PARP14","Q460N5",0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0
"1699","SVEP1","SVEP1","Q4LDE5",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700","COBLL1","COBLL1","Q53SF7",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1701","ARHGAP17","ARHGAP17","Q68EM7",0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0
"1702","RAB12","RAB12","Q6IQ22",0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0
"1703","COPS6","COPS6","Q7L5N1",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"1704","TTC7B","TTC7B","Q86TV6",0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
"1705","SLC9A9","SLC9A9","Q8IVB4",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1706","PARP9","PARP9","Q8IXQ6",0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0
"1707","SPART","SPG20","Q8N0X7",0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"1708","LRRC47","LRRC47","Q8N1G4",0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0
"1709","ARHGAP18","ARHGAP18","Q8N392",0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0
"1710","CCNYL1","CCNYL1","Q8N7R7",0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0
"1711","STEAP2","STEAP2","Q8NFT2",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"1712","RAB2B","RAB2B","Q8WUD1",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"1713","LPAR1","LPAR1","Q92633",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1714","HTRA1","HTRA1","Q92743",0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0
"1715","CNRIP1","CNRIP1","Q96F85",0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
"1716","GMPPA","GMPPA","Q96IJ6",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"1717","IPO9","IPO9","Q96P70",0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0
"1718","IL4I1","IL4I1","Q96RQ9",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1719","RUFY1","RUFY1","Q96T51",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1720","PSMD1","PSMD1","Q99460",0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
"1721","SH3GL1","SH3GL1","Q99961",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"1722","UPK3B","UPK3B","Q9BT76",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
"1723","BDH2","BDH2","Q9BUT1",0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0
"1724","ITPA","ITPA","Q9BY32",0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
"1725","FN3KRP","FN3KRP","Q9HA64",0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
"1726","GLOD4","GLOD4","Q9HC38",0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0
"1727","CSNK1G1","CSNK1G1","Q9HCP0",0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
"1728","ABCB6","ABCB6","Q9NP58",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1729","SLC40A1","SLC40A1","Q9NP59",0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0
"1730","RAB18","RAB18","Q9NP72",0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0
"1731","DYNLRB1","DYNLRB1","Q9NP97",0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0
"1732","PHPT1","PHPT1","Q9NRX4",0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
"1733","ATG3","ATG3","Q9NT62",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"1734","ECHDC1","ECHDC1","Q9NTX5",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"1735","PARVA","PARVA","Q9NVD7",0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0
"1736","COMMD9","COMMD9","Q9P000",0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0
"1737","NDUFA13","NDUFA13","Q9P0J0",0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0
"1738","ATXN10","ATXN10","Q9UBB4",0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0
"1739","EPS15L1","EPS15L1","Q9UBC2",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"1740","COPG2","COPG2","Q9UBF2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1741","TJP2","TJP2","Q9UDY2",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"1742","FETUB","FETUB","Q9UGM5",0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1
"1743","SRP68","SRP68","Q9UHB9",0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
"1744","XPO7","XPO7","Q9UIA9",0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0
"1745","DBNL","DBNL","Q9UJU6",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"1746","COPS3","COPS3","Q9UNS2",0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
"1747","TBC1D2B","TBC1D2B","Q9UPU7",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1748","PLAA","PLAA","Q9Y263",0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
"1749","AKAP2","AKAP2","Q9Y2D5",0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"1750","GIT1","GIT1","Q9Y2X7",0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1
"1751","PLLP","PLLP","Q9Y342",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"1752","FIS1","FIS1","Q9Y3D6",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1753","SNX5","SNX5","Q9Y5X3",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"1754","DYNC1LI1","DYNC1LI1","Q9Y6G9",0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0
"1755","OAS3","OAS3","Q9Y6K5",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"1756","A0A1B0GV96","A0A1B0GV96","A0A1B0GV96",0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"1757","VPS37C","VPS37C","A5D8V6",0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
"1758","KPNA4","KPNA4","O00629",0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0
"1759","HSPB6","HSPB6","O14558",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1760","MRAS","MRAS","O14807",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"1761","ANKRD28","ANKRD28","O15084",0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
"1762","BET1","BET1","O15155",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"1763","PMM2","PMM2","O15305",0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0
"1764","CAPN5","CAPN5","O15484",0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0
"1765","CHMP2A","CHMP2A","O43633",0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0
"1766","USO1","USO1","O60763",0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
"1767","TOM1","TOM1","O60784",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"1768","SH3BGRL","SH3BGRL","O75368",0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0
"1769","CS","CS","O75390",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1770","BANF1","BANF1","O75531",0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0
"1771","TOM1L1","TOM1L1","O75674",0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"1772","ATP6AP2","ATP6AP2","O75787",0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
"1773","EIF3G","EIF3G","O75821",0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
"1774","ALDH1A2","ALDH1A2","O94788",0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0
"1775","SNAPIN","SNAPIN","O95295",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1776","NDUFA10","NDUFA10","O95299",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1777","GLUD1","GLUD1","P00367",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1778","MT-CO3","MT-CO3","P00414",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"1779","P01705","P01705","P01705",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1780","EIF2S1","EIF2S1","P05198",0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0
"1781","RPLP0","RPLP0","P05388",0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
"1782","LCK","LCK","P06239",0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
"1783","P06331","P06331","P06331",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"1784","NPM1","NPM1","P06748",0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
"1785","CD3E","CD3E","P07766",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"1786","RHOC","RHOC","P08134",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"1787","ALOX5","ALOX5","P09917",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"1788","ESD","ESD","P10768",0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0
"1789","ACP2","ACP2","P11117",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1790","PDHB","PDHB","P11177",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1791","CKB","CKB","P12277",0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1
"1792","ACTN1","ACTN1","P12814",0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0
"1793","ACE","ACE","P12821",0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0
"1794","ICAM2","ICAM2","P13598",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1795","ALAD","ALAD","P13716",0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0
"1796","ETFA","ETFA","P13804",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"1797","HCLS1","HCLS1","P14317",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"1798","FABP4","FABP4","P15090",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"1799","B4GALT1","B4GALT1","P15291",0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
"1800","NME1","NME1","P15531",0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0
"1801","NQO1","NQO1","P15559",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"1802","PRKCA","PRKCA","P17252",0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
"1803","DES","DES","P17661",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1804","HLA-G","HLA-G","P17693",0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0
"1805","OGN","OGN","P20774",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1806","GPD1","GPD1","P21695",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1807","SDHB","SDHB","P21912",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"1808","KEL","KEL","P23276",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1809","ME2","ME2","P23368",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"1810","CPT2","CPT2","P23786",0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
"1811","PRTN3","PRTN3","P24158",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"1812","TNC","TNC","P24821",0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"1813","RPL13","RPL13","P26373",0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0
"1814","ANXA13","ANXA13","P27216",0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
"1815","HLA-DMB","HLA-DMB","P28068",0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"1816","PSMB4","PSMB4","P28070",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"1817","GRN","GRN","P28799",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1818","PRDX3","PRDX3","P30048",0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
"1819","CMPK1","CMPK1","P30085",0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0
"1820","HIBADH","HIBADH","P31937",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1821","MAN1A1","MAN1A1","P33908",0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
"1822","SHMT2","SHMT2","P34897",0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
"1823","PFN2","PFN2","P35080",0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0
"1824","MYH9","MYH9","P35579",0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1
"1825","ADD2","ADD2","P35612",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1826","PSMC2","PSMC2","P35998",0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0
"1827","TRIM23","TRIM23","P36406",0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0
"1828","ATP5F1C","ATP5C1","P36542",0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
"1829","ATP6V1E1","ATP6V1E1","P36543",0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
"1830","SRP14","SRP14","P37108",0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0
"1831","ETFB","ETFB","P38117",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1832","MNDA","MNDA","P41218",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"1833","PTGDS","PTGDS","P41222",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"1834","FOLR3","FOLR3","P41439",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1835","ACAA2","ACAA2","P42765",0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
"1836","WAS","WAS","P42768",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"1837","NAMPT","NAMPT","P43490",0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0
"1838","CRK","CRK","P46108",0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
"1839","MAP1B","MAP1B","P46821",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1840","GNPDA1","GNPDA1","P46926",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"1841","GYG1","GYG1","P46976",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"1842","CXCL12","CXCL12","P48061",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"1843","PSMB3","PSMB3","P49720",0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0
"1844","PSEN1","PSEN1","P49768",0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
"1845","SLC26A2","SLC26A2","P50443",0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0
"1846","AP2S1","AP2S1","P53680",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"1847","PTTG1IP","PTTG1IP","P53801",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"1848","USP14","USP14","P54578",0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0
"1849","RAD23B","RAD23B","P54727",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"1850","HADHB","HADHB","P55084",0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
"1851","SEC61B","SEC61B","P60468",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"1852","SPCS3","SPCS3","P61009",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1853","UBE2N","UBE2N","P61088",0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
"1854","COPS2","COPS2","P61201",0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0
"1855","ABCE1","ABCE1","P61221",0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0
"1856","NPC2","NPC2","P61916",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
